mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_learning_rate,param_max_depth,param_n_estimators,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.3024571418762207,0.013012656164392792,0.005614852905273438,0.001996361400921655,0.8,0.01,9,200,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 9, 'n_estimators': 200, 'subsample': 0.8}",0.5836575875486382,0.5517241379310345,0.5484536082474227,0.5019762845849802,0.5110663983903421,0.5393756033404835,0.02965100582887723,54
0.32483525276184083,0.023137693348215804,0.006127309799194336,0.0019423287658451355,0.8,0.01,9,200,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 9, 'n_estimators': 200, 'subsample': 1.0}",0.5891472868217055,0.5593561368209256,0.5443298969072164,0.5137254901960784,0.5139442231075697,0.544100606770699,0.028614829502401223,49
0.03932037353515625,0.0030995262890009803,0.001633453369140625,4.899867826094546e-05,0.8,0.1,3,100,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.8}",0.6243194192377496,0.578544061302682,0.596958174904943,0.5583941605839416,0.5586592178770949,0.5833750067812822,0.02497678241803653,2
0.03639564514160156,0.006364674731148832,0.0016677379608154297,5.1974594042074124e-05,0.8,0.1,3,100,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 100, 'subsample': 1.0}",0.6361974405850092,0.5873320537428023,0.5911708253358925,0.5614678899082569,0.5390334572490706,0.5830403333642062,0.03259502193178178,3
0.07453022003173829,0.010212026080922072,0.0029093742370605467,0.001178355518371498,0.8,0.1,3,200,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 200, 'subsample': 0.8}",0.6153846153846154,0.55893536121673,0.574757281553398,0.5765124555160143,0.5481481481481482,0.5747475723637813,0.022856244495755046,5
0.06130366325378418,0.009336053994790067,0.00352330207824707,0.0018892451610079992,0.8,0.1,3,200,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 200, 'subsample': 1.0}",0.6238532110091743,0.5497076023391813,0.5923076923076923,0.5579710144927537,0.5461393596986818,0.5739957759694967,0.029812005618034265,6
0.07022790908813477,0.006841235846945047,0.002646636962890625,0.0007456159852557333,0.8,0.1,6,100,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 100, 'subsample': 0.8}",0.6145454545454545,0.5549132947976878,0.5810055865921788,0.5662431941923775,0.5338345864661654,0.5701084233187729,0.027037089631207555,10
0.06518115997314453,0.006325164025138667,0.0023299694061279298,0.0005688593872760375,0.8,0.1,6,100,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 100, 'subsample': 1.0}",0.6120996441281139,0.5664739884393064,0.5510597302504817,0.5437956204379562,0.546112115732369,0.5639082197976454,0.02535862064178925,17
0.13160381317138672,0.01552070106358421,0.004125547409057617,0.0014902164227105958,0.8,0.1,6,200,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 200, 'subsample': 0.8}",0.6068222621184919,0.5492424242424242,0.5592592592592592,0.5587188612099644,0.5269016697588126,0.5601888953177905,0.026098125362049876,24
0.11094202995300292,0.006620256373259232,0.0038444995880126953,0.0015420685007384832,0.8,0.1,6,200,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 200, 'subsample': 1.0}",0.604982206405694,0.5719769673704415,0.5574387947269304,0.5467625899280576,0.5303867403314917,0.562309459752523,0.02529392245118389,19
0.11025733947753906,0.01077569365225454,0.003109264373779297,0.0008723455996950654,0.8,0.1,9,100,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 9, 'n_estimators': 100, 'subsample': 0.8}",0.6032315978456014,0.5528756957328386,0.5454545454545454,0.5658362989323843,0.5093632958801498,0.5553522867691039,0.03040206903970504,33
0.1155519962310791,0.008323273436263835,0.0030802249908447265,0.0011396793594383894,0.8,0.1,9,100,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 9, 'n_estimators': 100, 'subsample': 1.0}",0.6028368794326241,0.5659655831739961,0.567219152854512,0.5454545454545454,0.546112115732369,0.5655176553296093,0.020856287137220837,15
0.21038351058959961,0.01909529868163383,0.006386280059814453,0.001994393049876347,0.8,0.1,9,200,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 9, 'n_estimators': 200, 'subsample': 0.8}",0.6028368794326241,0.5477941176470589,0.5377532228360957,0.5612788632326821,0.5092936802973977,0.5517913526891716,0.030707516321910495,43
0.192696475982666,0.01022498028179126,0.004330205917358399,0.000889365004745496,0.8,0.1,9,200,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 9, 'n_estimators': 200, 'subsample': 1.0}",0.5812274368231047,0.5451127819548872,0.5545286506469501,0.5454545454545454,0.5340501792114696,0.5520747188181915,0.015956704150806574,39
0.04436836242675781,0.008624176406897296,0.002622652053833008,0.0008260273007120683,0.8,0.2,3,100,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.2, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.8}",0.6245487364620939,0.5502846299810247,0.5658914728682171,0.5630712979890311,0.5158878504672897,0.5639367975535313,0.03513818429817215,16
0.03613090515136719,0.005844304100666005,0.0027287483215332033,0.0007065781537839996,0.8,0.2,3,100,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.2, 'max_depth': 3, 'n_estimators': 100, 'subsample': 1.0}",0.6051660516605166,0.5621414913957935,0.5855513307984791,0.5517241379310345,0.5444234404536862,0.569801290447902,0.02248653526729163,11
0.06858210563659668,0.007446165147320965,0.0030672550201416016,0.0014286241558616342,0.8,0.2,3,200,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.2, 'max_depth': 3, 'n_estimators': 200, 'subsample': 0.8}",0.6113074204946997,0.5551330798479087,0.5610687022900763,0.5632798573975044,0.5111940298507462,0.5603966179761871,0.03177821295112176,23
0.059048795700073244,0.0019359198258603184,0.003126049041748047,0.0010723103856916851,0.8,0.2,3,200,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.2, 'max_depth': 3, 'n_estimators': 200, 'subsample': 1.0}",0.5970695970695971,0.5353728489483748,0.5675675675675675,0.5575539568345323,0.5335820895522388,0.5582292119944621,0.023350076417442488,27
0.06679677963256836,0.0084255548256233,0.0023583889007568358,0.0007915355985606435,0.8,0.2,6,100,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.2, 'max_depth': 6, 'n_estimators': 100, 'subsample': 0.8}",0.6064981949458483,0.5457943925233645,0.5598526703499079,0.5535714285714286,0.5091575091575091,0.5549748391096117,0.031189508873458484,35
